S.NO.,REFUND DATE,"IRCTC ORDER NO.","BANK BOOKING REF.NO.","BANK REFUND REF.NO.","REFUND AMOUNT",DEBITED ON,"CUST.ACC.NO.",REMARKS
187,22-Jan-2024,100004744126041,183906825416669,1546396,367.7,23-Jan-2024,,
188,20-Jan-2024,100004740488312,329674824550395,1546227,2596.1,23-Jan-2024,,
189,20-Jan-2024,100004712583853,106648817292554,1546228,1830,23-Jan-2024,,
190,20-Jan-2024,100004740825228,654383824611915,1546229,1188.05,23-Jan-2024,,
191,20-Jan-2024,100004740730273,811084824603866,1546231,443.05,23-Jan-2024,,
192,20-Jan-2024,100004736605608,167154823310001,1546232,330,23-Jan-2024,,
193,20-Jan-2024,100004740727762,146832824612108,1546233,413.05,23-Jan-2024,,
194,20-Jan-2024,100004725213494,293071821218593,1546234,120,23-Jan-2024,,
195,20-Jan-2024,100004618155887,122911792174263,1546236,1080.56,23-Jan-2024,,
196,20-Jan-2024,100004687040217,198827809222248,1546238,1551.4,23-Jan-2024,,
197,20-Jan-2024,100004736580524,189343823293418,1546239,335.28,23-Jan-2024,,
198,20-Jan-2024,100004740122595,182728824500479,1546241,1635.4,23-Jan-2024,,
199,20-Jan-2024,100004685715081,129058809044061,1546242,580,23-Jan-2024,,
200,20-Jan-2024,100004699087024,588811813017287,1546243,1585.28,23-Jan-2024,,
201,20-Jan-2024,100004709870754,805631816071544,1546244,530.56,23-Jan-2024,,
202,20-Jan-2024,100004727836024,200887822124705,1546246,1930.56,23-Jan-2024,,
203,20-Jan-2024,100004732434360,103603822669899,1546247,1190,23-Jan-2024,,
204,20-Jan-2024,100004736514786,100959823290127,1546249,365,23-Jan-2024,,
205,20-Jan-2024,100004740162310,213194824500440,1546250,637.7,23-Jan-2024,,
206,22-Jan-2024,100004704487424,200192814388912,1546397,235,23-Jan-2024,,
207,22-Jan-2024,100004713948683,100903817515908,1546398,155.28,23-Jan-2024,,
208,22-Jan-2024,100004718180732,160972818838946,1546399,795,23-Jan-2024,,
209,22-Jan-2024,100004726904016,102479821683374,1546400,1461.12,23-Jan-2024,,
210,22-Jan-2024,100004734936507,136804822977528,1546401,480,23-Jan-2024,,
211,22-Jan-2024,100004737740336,158624823782500,1546402,65.28,23-Jan-2024,,
212,22-Jan-2024,100004739098509,765075824060800,1546403,800.28,23-Jan-2024,,
213,22-Jan-2024,100004740487012,175960824548381,1546404,870.28,23-Jan-2024,,
214,22-Jan-2024,100004740546190,637890824558934,1546405,3830.56,23-Jan-2024,,
215,22-Jan-2024,100004740720621,450520824605190,1546406,1920.56,23-Jan-2024,,
216,22-Jan-2024,100004742380984,383235825202279,1546407,560.28,23-Jan-2024,,
217,22-Jan-2024,100004743690532,164787825337596,1546408,985.4,23-Jan-2024,,
218,22-Jan-2024,100004743933149,301557825369446,1546409,4295.4,23-Jan-2024,,
219,22-Jan-2024,100004744042850,210622825417995,1546410,473.05,23-Jan-2024,,
220,22-Jan-2024,100004744093178,223920825417646,1546411,553.05,23-Jan-2024,,
221,22-Jan-2024,100004744142072,211384825416437,1546412,927.7,23-Jan-2024,,
222,22-Jan-2024,100004744662741,104365825721023,1546413,705,23-Jan-2024,,
223,20-Jan-2024,100004740324678,135716824547675,1546251,1185.75,23-Jan-2024,,
